image_path,label_name,pred_name,y_true,y_pred,correct,pred_confidence
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021362_2026_04_08_quartz_150\021363_2026_04_08_quartz.jpg,quartz,quartz,4,4,1,0.9966233968734741
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019712_2026_04_03_rutile_150\019787_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9999934434890747
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019562_2026_04_03_rutile_150\019693_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.999677300453186
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023312_2026_04_14_nephe_150\023428_2026_04_14_nephe.jpg,nephe,nephe,3,3,1,0.9999353885650635
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024512_2026_04_16_garnet_150\024558_2026_04_16_garnet.jpg,garnet,garnet,1,1,1,0.9999401569366455
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024212_2026_04_15_garnet_150\024227_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9995766282081604
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024962_2026_04_21_tray_150\024997_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999997615814209
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019712_2026_04_03_rutile_150\019832_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9999617338180542
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024962_2026_04_21_tray_150\025026_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999997615814209
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024962_2026_04_21_tray_150\024985_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999995231628418
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023312_2026_04_14_nephe_150\023422_2026_04_14_nephe.jpg,nephe,nephe,3,3,1,0.999829888343811
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021812_2026_04_10_quartz_150\021827_2026_04_10_quartz.jpg,quartz,quartz,4,4,1,0.8929749727249146
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024662_2026_04_21_tray_150\024800_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999924898147583
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021212_2026_04_08_quartz_150\021342_2026_04_08_quartz.jpg,quartz,quartz,4,4,1,0.9999816417694092
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022862_2026_04_14_zircon_150\022865_2026_04_14_zircon.jpg,zircon,zircon,7,7,1,0.9999955892562866
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\025112_2026_04_21_tray_150\025180_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999997615814209
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024662_2026_04_21_tray_150\024715_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999986886978149
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020762_2026_04_08_feldspar_150\020861_2026_04_08_feldspar.jpg,feldspar,feldspar,0,0,1,0.9999189376831055
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023462_2026_04_14_nephe_150\023610_2026_04_14_nephe.jpg,nephe,nephe,3,3,1,0.9998821020126343
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018662_2026_04_02_monazite-bra_150\018668_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999932050704956
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022412_2026_04_13_zircon_150\022476_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.9999998807907104
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019562_2026_04_03_rutile_150\019651_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9998326301574707
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024812_2026_04_21_tray_150\024846_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999997615814209
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018212_2026_04_02_monazite-bra_150\018344_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999979734420776
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023462_2026_04_14_nephe_150\023499_2026_04_14_nephe.jpg,nephe,quartz,3,4,0,0.9278504848480225
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020462_2026_04_07_feldspar_150\020564_2026_04_07_feldspar.jpg,feldspar,quartz,0,4,0,0.8522412180900574
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023462_2026_04_14_nephe_150\023549_2026_04_14_nephe.jpg,nephe,nephe,3,3,1,0.9774103760719299
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020762_2026_04_08_feldspar_150\020907_2026_04_08_feldspar.jpg,feldspar,feldspar,0,0,1,0.9986352324485779
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\017762_2026_04_01_rutile_150\017885_2026_04_01_rutile.jpg,rutile,rutile,5,5,1,0.9999146461486816
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020912_2026_04_08_feldspar_150\021018_2026_04_08_feldspar.jpg,feldspar,feldspar,0,0,1,0.9999195337295532
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024962_2026_04_21_tray_150\024998_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999991655349731
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020462_2026_04_07_feldspar_150\020589_2026_04_07_feldspar.jpg,feldspar,feldspar,0,0,1,0.9999369382858276
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019712_2026_04_03_rutile_150\019719_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9999959468841553
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018812_2026_04_02_monazite-bra_150\018812_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999479055404663
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020762_2026_04_08_feldspar_150\020806_2026_04_08_feldspar.jpg,feldspar,feldspar,0,0,1,0.9978367686271667
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020462_2026_04_07_feldspar_150\020553_2026_04_07_feldspar.jpg,feldspar,feldspar,0,0,1,0.9990559220314026
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023912_2026_04_15_garnet_150\023960_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,1.0
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018962_2026_04_02_monazite-bra_150\019079_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999960660934448
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021962_2026_04_13_zircon_150\022087_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.999992847442627
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023012_2026_04_14_nephe_150\023091_2026_04_14_nephe.jpg,nephe,nephe,3,3,1,0.9999531507492065
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022862_2026_04_14_zircon_150\023001_2026_04_14_zircon.jpg,zircon,zircon,7,7,1,0.9953305721282959
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023312_2026_04_14_nephe_150\023368_2026_04_14_nephe.jpg,nephe,nephe,3,3,1,0.999996542930603
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021812_2026_04_10_quartz_150\021916_2026_04_10_quartz.jpg,quartz,quartz,4,4,1,0.9988935589790344
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\025562_2026_04_22_tray_150\025680_2026_04_22_tray.jpg,tray,tray,6,6,1,0.9999992847442627
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023012_2026_04_14_nephe_150\023023_2026_04_14_nephe.jpg,nephe,nephe,3,3,1,0.9998687505722046
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020912_2026_04_08_feldspar_150\021057_2026_04_08_feldspar.jpg,feldspar,feldspar,0,0,1,0.9401335120201111
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023912_2026_04_15_garnet_150\023920_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9983841180801392
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020462_2026_04_07_feldspar_150\020556_2026_04_07_feldspar.jpg,feldspar,feldspar,0,0,1,0.9984360337257385
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018812_2026_04_02_monazite-bra_150\018906_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999884366989136
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018212_2026_04_02_monazite-bra_150\018290_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999969005584717
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024512_2026_04_16_garnet_150\024563_2026_04_16_garnet.jpg,garnet,garnet,1,1,1,0.9988688826560974
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018212_2026_04_02_monazite-bra_150\018325_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.4693451523780823
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019562_2026_04_03_rutile_150\019623_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9997202754020691
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020612_2026_04_07_feldspar_150\020692_2026_04_07_feldspar.jpg,feldspar,feldspar,0,0,1,0.9972206354141235
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021812_2026_04_10_quartz_150\021844_2026_04_10_quartz.jpg,quartz,quartz,4,4,1,0.9252521395683289
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021362_2026_04_08_quartz_150\021493_2026_04_08_quartz.jpg,quartz,quartz,4,4,1,0.8902603387832642
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021662_2026_04_09_quartz_150\021703_2026_04_09_quartz.jpg,quartz,quartz,4,4,1,0.9996387958526611
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018812_2026_04_02_monazite-bra_150\018912_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9997950196266174
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022412_2026_04_13_zircon_150\022437_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.9983838796615601
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021812_2026_04_10_quartz_150\021949_2026_04_10_quartz.jpg,quartz,quartz,4,4,1,0.960902988910675
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020312_2026_04_07_feldspar_150\020364_2026_04_07_feldspar.jpg,feldspar,feldspar,0,0,1,0.999994158744812
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023912_2026_04_15_garnet_150\023979_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9993568062782288
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019412_2026_04_03_rutile_150\019561_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9992758631706238
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024362_2026_04_16_garnet_150\024491_2026_04_16_garnet.jpg,garnet,garnet,1,1,1,0.9999783039093018
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021212_2026_04_08_quartz_150\021293_2026_04_08_quartz.jpg,quartz,quartz,4,4,1,0.9995043277740479
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\025562_2026_04_22_tray_150\025667_2026_04_22_tray.jpg,tray,tray,6,6,1,0.9999998807907104
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024362_2026_04_16_garnet_150\024438_2026_04_16_garnet.jpg,garnet,garnet,1,1,1,0.998997151851654
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020762_2026_04_08_feldspar_150\020871_2026_04_08_feldspar.jpg,feldspar,feldspar,0,0,1,0.8637425303459167
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021212_2026_04_08_quartz_150\021337_2026_04_08_quartz.jpg,quartz,quartz,4,4,1,0.9994432330131531
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022412_2026_04_13_zircon_150\022452_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.9999994039535522
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019562_2026_04_03_rutile_150\019669_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9191055297851562
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018962_2026_04_02_monazite-bra_150\019000_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999971389770508
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020912_2026_04_08_feldspar_150\020948_2026_04_08_feldspar.jpg,feldspar,feldspar,0,0,1,0.9998341798782349
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024062_2026_04_15_garnet_150\024119_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.999829888343811
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019112_2026_04_02_monazite-bra_150\019192_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.999997615814209
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022862_2026_04_14_zircon_150\022892_2026_04_14_zircon.jpg,zircon,zircon,7,7,1,0.9999547004699707
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024212_2026_04_15_garnet_150\024335_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9998807907104492
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018662_2026_04_02_monazite-bra_150\018738_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999958276748657
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019562_2026_04_03_rutile_150\019631_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9999744892120361
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020612_2026_04_07_feldspar_150\020715_2026_04_07_feldspar.jpg,feldspar,feldspar,0,0,1,0.9995538592338562
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023912_2026_04_15_garnet_150\023915_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9999905824661255
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019112_2026_04_02_monazite-bra_150\019128_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9998636245727539
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022562_2026_04_13_zircon_150\022692_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.9999992847442627
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022562_2026_04_13_zircon_150\022626_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,1.0
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021212_2026_04_08_quartz_150\021262_2026_04_08_quartz.jpg,quartz,quartz,4,4,1,0.9840843081474304
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019562_2026_04_03_rutile_150\019709_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9999209642410278
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024212_2026_04_15_garnet_150\024348_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.99983811378479
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023462_2026_04_14_nephe_150\023582_2026_04_14_nephe.jpg,nephe,nephe,3,3,1,0.996901273727417
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019712_2026_04_03_rutile_150\019727_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9998828172683716
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019262_2026_04_03_rutile_150\019378_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9999359846115112
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024662_2026_04_21_tray_150\024722_2026_04_21_tray.jpg,tray,tray,6,6,1,1.0
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\025562_2026_04_22_tray_150\025701_2026_04_22_tray.jpg,tray,tray,6,6,1,0.9999997615814209
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021962_2026_04_13_zircon_150\022061_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.9999998807907104
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024212_2026_04_15_garnet_150\024215_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9998528957366943
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018812_2026_04_02_monazite-bra_150\018937_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9998832941055298
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022562_2026_04_13_zircon_150\022638_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.9999972581863403
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019562_2026_04_03_rutile_150\019675_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9994878768920898
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022712_2026_04_13_zircon_150\022727_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.999977707862854
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018662_2026_04_02_monazite-bra_150\018789_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999974966049194
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018962_2026_04_02_monazite-bra_150\018995_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999942779541016
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023312_2026_04_14_nephe_150\023345_2026_04_14_nephe.jpg,nephe,nephe,3,3,1,0.9969943761825562
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018812_2026_04_02_monazite-bra_150\018874_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999682903289795
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021812_2026_04_10_quartz_150\021825_2026_04_10_quartz.jpg,quartz,quartz,4,4,1,0.9999164342880249
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019562_2026_04_03_rutile_150\019604_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9998655319213867
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024212_2026_04_15_garnet_150\024356_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9999953508377075
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018662_2026_04_02_monazite-bra_150\018671_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999973773956299
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018812_2026_04_02_monazite-bra_150\018829_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999735355377197
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024812_2026_04_21_tray_150\024872_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999986886978149
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018212_2026_04_02_monazite-bra_150\018251_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999915361404419
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023462_2026_04_14_nephe_150\023583_2026_04_14_nephe.jpg,nephe,nephe,3,3,1,0.8764982223510742
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024212_2026_04_15_garnet_150\024242_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9999995231628418
